T1,T2,T3,Current,Voltage,Target,T_prev,rise_rate
30.984113316883768,31.227819097737683,31.008146487768773,2.802815677369743,11.780438953837477,31.6472248212517,30.521322817360645,0.46279049952312334
31.51443391252084,31.87675605550841,31.550484495725858,3.175643731788329,11.758122478138798,32.24948095268201,30.984113316883768,0.5303205956370718
32.07354495202578,32.55321521100767,32.12168269501259,3.3607663744780414,12.424498184843957,32.81258757541701,31.51443391252084,0.5591110395049377
32.5989245144573,33.18114291008749,32.657695301706234,3.236285281462008,12.116931009954564,33.360855020923736,32.07354495202578,0.5253795624315245
33.11269442694309,33.78860697189001,33.18126366393811,3.220520174311622,12.374786674449886,33.926124469059175,32.5989245144573,0.5137699124857846
33.64407301621708,34.41193435947641,33.72236603148403,3.3505711345695817,11.859176440529293,34.45870821968432,33.11269442694309,0.5313785892739915
34.14704685944201,34.99520424774725,34.233873551863695,3.252490383420429,12.141029414060387,35.015522244466986,33.64407301621708,0.5029738432249289
34.673965257716866,35.60312419431114,34.769477281372964,3.4144809384879733,11.511085763767632,35.55139751562112,34.14704685944201,0.5269183982748586
35.18305119303987,36.18476578623528,35.286375567588216,3.369910308727306,12.306340267622318,35.87470338675997,34.673965257716866,0.5090859353230073
35.48432810976872,36.54897829107919,35.590803759432006,3.374518243628681,12.035398529001094,36.19747376134936,35.18305119303987,0.3012769167288454
35.786412074553695,36.910156938319126,35.89585227117525,3.4023876167707248,11.829760641061355,36.518298841811486,35.48432810976872,0.3020839647849769
36.0878959137546,37.266907105818575,36.20009350586128,3.423685917083344,12.18799081430842,36.833524254804146,35.786412074553695,0.3014838392009054
36.385298939087846,37.61529739208892,36.49997643323567,3.427903598835305,11.735503986095836,37.1587054562517,36.0878959137546,0.2974030253332458
36.69289526845834,37.97307978950815,36.81014131078864,3.5035116954611665,12.531738609505352,37.5024659121812,36.385298939087846,0.3075963293704902
37.01862532248571,38.35005145757379,37.13872095648411,3.61992134487768,11.80420985561283,37.8944395402142,36.69289526845834,0.32573005402737465
37.38989747094582,38.77964009731764,37.51378105237916,3.875080661040316,11.534469593546715,38.26179410845498,37.01862532248571,0.3712721484601076
37.7395011540504,39.179455471602445,37.8664256997121,3.798033899980302,11.660654431278136,38.554922267195614,37.38989747094582,0.3496036831045828
38.02137463405786,39.4938814500666,38.14951071746238,3.4893220836871137,11.909764714345023,38.85523304729937,37.7395011540504,0.28187348000745516
38.31040218400073,39.815452708656494,38.43984424924087,3.550024531519281,12.318826054540178,39.15672554502504,38.02137463405786,0.2890275499428725
38.601026288826745,40.137420322513954,38.73173002373443,3.5836556900645737,12.206979580066928,39.441777814761565,38.31040218400073,0.29062410482601564
38.876918489530006,40.43996988839567,39.008445066359016,3.5359242290302744,12.50913000582884,39.799580028977466,38.601026288826745,0.2758922007032609
39.22044240149249,40.823910948979886,39.35438673646002,3.8990062688788583,11.705952070060178,40.109014948061,38.876918489530006,0.34352391196248533
39.519892483592905,41.152109347458776,39.65504301313131,3.708947795902588,11.825812095482473,40.44939456712792,39.22044240149249,0.2994500821004138
39.84834612283057,41.51449915128913,39.98533842726405,3.8810357581610178,11.935997071427131,40.76266073939414,39.519892483592905,0.32845363923766513
40.15222305084893,41.845405379661,40.2903537876725,3.787603949528994,12.154217473149536,41.10251480617617,39.84834612283057,0.3038769280183615
40.48102355469339,42.205686185670885,40.62083467816421,3.9399065914259466,12.333273887230488,41.157842295057286,40.15222305084893,0.32880050384445525
40.52515167785403,42.28737115161295,40.66100405570486,4.29627670817481,12.378946521349471,41.2186902508985,40.48102355469339,0.04412812316064674
40.57529682635469,42.37333945125644,40.70743447508435,4.32701896291278,12.54621412719408,41.246258240500744,40.52515167785403,0.0501451485006541
40.59552951892401,42.41993169597927,40.72331350659894,4.178888882991907,12.328106230361254,41.25651543936221,40.57529682635469,0.020232692569322808
40.60039981261028,42.44556146923307,40.723585036243286,4.101464202618195,12.152396943609393,41.28955417404922,40.59552951892401,0.004870293686266791
40.62684983540286,42.4957022216068,40.74611046513802,4.207773929561637,12.178171302643428,41.31524626235602,40.60039981261028,0.026450022792580796
40.64707530032232,42.53628630030372,40.762377186442,4.176927069517173,11.792247108726304,41.374272754947526,40.62684983540286,0.020225464919462866
40.69861238760981,42.613362161719714,40.81084371551304,4.333471866471591,11.835628963311654,41.423225345028925,40.64707530032232,0.05153708728749251
40.74142551989171,42.6777942781869,40.85045623700815,4.292451922759475,11.797124181516793,41.49181903001206,40.69861238760981,0.04281313228189987
40.80289793885808,42.76328197005097,40.90927718112714,4.387867770991496,12.058834054142284,41.5138120841051,40.74142551989171,0.06147241896636757
40.82182102960819,42.79503505874671,40.9245801639604,4.178866844517059,12.401125915338556,41.55326569183169,40.80289793885808,0.018923090750107008
